,taxid,family,genus_species,amr_fullname,gram_status,pathogenicity,I6_occupancy
2954,266748,Weeksellaceae,Kaistella antarctica,Chryseobacterium antarcticum,Gram-negative,Potentially pathogenic,55
2955,2358187,Alteromonadaceae,Alteromonas sp. 76-1,Alteromonas,Gram-negative,Non-pathogenic,56
2956,1395119,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2957,1431450,Helicobacteraceae,Helicobacter pylori,Helicobacter pylori,Gram-negative,Pathogenic,44
2958,2203210,Streptomycetaceae,Streptomyces sp. WAC 06738,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
2959,2203205,Streptomycetaceae,Streptomyces sp. WAC 01529,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
2960,2305221,Streptomycetaceae,Streptomyces sp. KPB2,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
2961,2305220,Streptomycetaceae,Streptomyces sp. W1SF4,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
2962,44935,Halomonadaceae,Vreelandella venusta,Veillonella dispar,Gram-negative,Pathogenic,56
2963,2490635,Pseudoalteromonadaceae,Pseudoalteromonas sp. Xi13,Pseudoxanthomonas winnipegensis,Gram-negative,Pathogenic,56
2964,2493674,Phyllobacteriaceae,Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,(unknown name),Gram-negative,Unknown,51
2965,2493675,Phyllobacteriaceae,Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,(unknown name),Gram-negative,Unknown,51
2966,2493679,Phyllobacteriaceae,Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1,(unknown name),Gram-negative,Unknown,51
2967,2493669,Phyllobacteriaceae,Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1,(unknown name),Gram-negative,Unknown,51
2968,2496866,Flavobacteriaceae,Nonlabens ponticola,Nonlabens ponticola,Gram-negative,Non-pathogenic,55
2969,66425,Streptomycetaceae,Streptomyces luteoverticillatus,Streptomyces abikoensis,Gram-positive,Potentially pathogenic,37
2970,69665,Caulobacteraceae,Caulobacter sp. FWC26,Campylobacter coli,Gram-negative,Pathogenic,47
2971,2488665,Marinobacteraceae,Marinobacter sp. NP-4(2019),Rapidly growing Mycobacterium (RGM),Gram-positive,Pathogenic,55
2972,2579250,Nautiliaceae,Nautilia sp. PV-1,Lactiplantibacillus plantarum,Gram-positive,Pathogenic,43
2973,2079806,Pseudomonadaceae,Pseudomonadaceae bacterium SI-3,Pseudomonas oleovorans oleovorans,Gram-negative,Pathogenic,55
2974,1628392,Hahellaceae,Hahella sp. KA22,Salmonella Kua,Gram-negative,Pathogenic,55
2975,399586,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2976,29472,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2977,596,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2978,149391,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2979,98360,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2980,46626,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2981,28142,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2982,149385,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2983,179997,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2984,570935,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
2985,48409,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
2986,600,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2987,224727,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
2988,1151173,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2989,486993,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
2990,117541,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2991,192956,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2992,57743,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2993,598,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2994,363569,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2995,57045,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2996,28147,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
2997,399581,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
2998,594,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
2999,134047,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
3000,192955,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
3001,28144,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
3002,486998,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
3003,1016998,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,52
3004,990282,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
3005,29473,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
3006,1117987,Paenibacillaceae,Paenibacillus sp. 598K,Paenibacillus,Gram-positive,Potentially pathogenic,6
3007,1920663,Aphanothecaceae,Aphanothece sacrum,Lachnoanaerobaculum saburreum,Gram-positive,Pathogenic,5
3008,2448774,Burkholderiaceae,Ralstonia sp. SET104,Cupriavidus pauculus,Gram-negative,Pathogenic,52
3009,376149,Streptomycetaceae,Streptomyces sp. NL15-2K,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3010,2482724,Chryseotaleaceae,Chryseotalea sanaruensis,Chryseotalea sanaruensis,Gram-negative,Non-pathogenic,55
3011,940265,Acetobacteraceae,Acetobacter pasteurianus,Acetobacter pasteurianus,Gram-negative,Potentially pathogenic,51
3012,1226663,Acetobacteraceae,Acetobacter pasteurianus,Acetobacter pasteurianus,Gram-negative,Potentially pathogenic,51
3013,1226660,Acetobacteraceae,Acetobacter pasteurianus,Acetobacter pasteurianus,Gram-negative,Potentially pathogenic,51
3014,2494375,Flavobacteriaceae,Aequorivita sp. H23M31,(unknown name),Gram-negative,Unknown,55
3015,2497863,Oxalobacteraceae,Janthinobacterium sp. 17J80-10,Rapidly growing Mycobacterium (RGM),Gram-positive,Pathogenic,52
3016,13689,Sphingomonadaceae,Sphingomonas paucimobilis,Sphingomonas paucimobilis,Gram-negative,Pathogenic,50
3017,2520507,Shewanellaceae,Shewanella maritima,Shewanella maritima,Gram-negative,Potentially pathogenic,56
3018,2292362,Tannerellaceae,Parabacteroides sp. AM58-2XD,Parabacteroides merdae,Gram-negative,Pathogenic,55
3019,2292364,Prevotellaceae,Prevotella sp. AM34-19LB,Prevotella bivia,Gram-negative,Pathogenic,55
3020,2292001,Bacteroidaceae,Bacteroides sp. AM10-21B,Prevotella oris,Gram-negative,Pathogenic,55
3021,2291999,Bacteroidaceae,Bacteroides sp. AF39-11AC,Porphyromonas levii,Gram-negative,Pathogenic,55
3022,2293100,Lachnospiraceae,Dorea sp. OM07-5,(unknown name),Gram-positive,Unknown,8
3023,1675788,Paracoccaceae,Paracoccus onubensis,Paracoccus onubensis,Gram-negative,Potentially pathogenic,51
3024,2320860,Azospirillaceae,Azospirillum cavernae,Azospirillum cavernae,Gram-negative,Non-pathogenic,51
3025,2320861,Sphingomonadaceae,Sphingomonas cavernae,Sphingomonas cavernae,Gram-negative,Potentially pathogenic,51
3026,2320859,Acetobacteraceae,Oleomonas cavernae,Burkholderia gladioli,Gram-negative,Pathogenic,51
3027,192954,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,56
3028,340190,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
3029,2306996,Erythrobacteraceae,Tsuneonella suprasediminis,Tsuneonella suprasediminis,Gram-negative,Non-pathogenic,51
3030,1938859,Streptomycetaceae,Streptomyces sp. TLI_171,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3031,1938802,Burkholderiaceae,Paraburkholderia sp. BL23I1N1,Paraburkholderia fungorum,Gram-negative,Pathogenic,52
3032,2183997,Weeksellaceae,Chryseobacterium sp. AG363,Chryseobacterium gleum,Gram-negative,Pathogenic,55
3033,2183898,Rhizobiaceae,Rhizobium sp. AG855,Agrobacterium radiobacter,Gram-negative,Pathogenic,51
3034,1230530,Flavobacteriaceae,Ichthyenterobacterium magnum,Ichthyenterobacterium magnum,Gram-negative,Non-pathogenic,55
3035,459529,Sphingobacteriaceae,Sphingobacterium siyangense,Sphingobacterium siyangense,Gram-negative,Potentially pathogenic,54
3036,1979368,Campylobacteraceae,Campylobacter sp. P255,Campylobacter coli,Gram-negative,Pathogenic,44
3037,1486034,Flavobacteriaceae,Lacinutrix venerupis,Lacinutrix venerupis,Gram-negative,Non-pathogenic,55
3038,2045206,Chlorobiaceae,Prosthecochloris sp. ZM_2,(unknown name),Gram-negative,Unknown,52
3039,373040,Oxalobacteraceae,Massilia aurea,Massilia aurea,Gram-negative,Potentially pathogenic,53
3040,321661,Pseudomonadaceae,Pseudomonas vranovensis,Pseudomonas vranovensis,Gram-negative,Potentially pathogenic,55
3041,930166,Pseudomonadaceae,Pseudomonas brassicacearum,Pseudomonas brassicacearum,Gram-negative,Potentially pathogenic,55
3042,2023230,Alcaligenaceae,Pusillimonas sp. NJUB218,(unknown name),Gram-negative,Unknown,52
3043,1908,Streptomycetaceae,Streptomyces globisporus,Streptomyces globisporus,Gram-positive,Potentially pathogenic,37
3044,1986597,Synechococcaceae,Synechococcus sp. TMED20,Streptococcus equi,Gram-positive,Pathogenic,9
3045,1986608,Flavobacteriaceae,Muricauda sp. TMED12,(unknown name),Gram-negative,Unknown,55
3046,1986710,Flavobacteriaceae,Flavobacteriaceae bacterium TMED206,(unknown name),Gram-negative,Unknown,55
3047,2293859,Halanaerobiaceae,Halanaerobium sp. MSAO_Bac5,(unknown name),Gram-positive,Unknown,9
3048,2341113,Thioalkalibacteraceae,Guyparkeria sp. SCN-R1,(unknown name),Gram-negative,Unknown,52
3049,2268028,Weeksellaceae,Chryseobacterium sp. SC28,Chryseobacterium gleum,Gram-negative,Pathogenic,55
3050,2479853,Pseudomonadaceae,Pseudomonas sp. o96-267,Chryseomonas luteola,Gram-negative,Pathogenic,55
3051,2203201,Streptomycetaceae,Streptomyces sp. WAC 00631,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3052,2203202,Streptomycetaceae,Streptomyces sp. WAC 01325,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3053,2203203,Streptomycetaceae,Streptomyces sp. WAC 01420,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3054,2203200,Streptosporangiaceae,Nonomuraea sp. WAC 01424,(unknown name),Gram-positive,Unknown,34
3055,2203206,Streptomycetaceae,Streptomyces sp. WAC 04229,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3056,2203207,Streptomycetaceae,Streptomyces sp. WAC 05379,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3057,2203211,Streptomycetaceae,Streptomyces sp. WAC 06783,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3058,2203209,Streptomycetaceae,Streptomyces sp. WAC 06725,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3059,2487413,Streptomycetaceae,Streptomyces sp. WAC08401,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3060,2487410,Streptomycetaceae,Streptomyces sp. WAC07061,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3061,2487425,Streptomycetaceae,Streptomyces sp. WAC07149,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3062,2495593,Comamonadaceae,Variovorax sp. MHTC-1,(unknown name),Gram-negative,Unknown,52
3063,1920129,Sphingomonadaceae,Sphingomonas sp. S-NIH.Pt15_0812,Sphingomonas devorans,Gram-negative,Pathogenic,51
3064,1920123,Sphingomonadaceae,Sphingomonas sp. S-NIH.Pt1_0416,Sphingomonas devorans,Gram-negative,Pathogenic,50
3065,1985881,Sphingomonadaceae,Sphingomonas sp. ABOLH,Sphingomonas devorans,Gram-negative,Pathogenic,51
3066,1985878,Sphingomonadaceae,Sphingomonas sp. ABOLE,Sphingomonas devorans,Gram-negative,Pathogenic,51
3067,1904862,Oceanospirillaceae,Marinomonas sp.,Marinomonas,Gram-negative,Non-pathogenic,52
3068,2053622,Sulfurospirillaceae,Sulfurospirillum sp.,Sulfurospirillum,Gram-negative,Non-pathogenic,43
3069,1032,Thiotrichaceae,Thiothrix sp.,Thiothrix,Gram-negative,Non-pathogenic,52
3070,1851146,Phyllobacteriaceae,Pseudaminobacter arsenicus,Pseudaminobacter arsenicus,Gram-negative,Non-pathogenic,51
3071,1928574,Idiomarinaceae,Aliidiomarina soli,Aliidiomarina soli,Gram-negative,Non-pathogenic,56
3072,1096243,Idiomarinaceae,Idiomarina piscisalsi,Idiomarina piscisalsi,Gram-negative,Non-pathogenic,56
3073,1141731,Streptomycetaceae,Streptomyces sp. NP10,Streptomyces,Gram-positive,Potentially pathogenic,37
3074,2109917,Alteromonadaceae,Alteromonas sp. KS69,Aeromonas caviae,Gram-negative,Pathogenic,56
3075,2498111,Legionellaceae,Legionella sp. km772,Legionella dumoffii,Gram-negative,Pathogenic,54
3076,2498858,Halomonadaceae,Vreelandella populi,Veillonella atypica,Gram-negative,Pathogenic,56
3077,2487931,Paracoccaceae,Pseudorhodobacter sp. E13,Arachnia,Gram-positive,Potentially pathogenic,51
3078,388085,Chroococcidiopsidaceae,Chroococcidiopsis cubana,Chroococcidiopsis cubana,Gram-negative,Non-pathogenic,5
3079,2067395,Acetobacteraceae,Asaia sp. W19,Asaia lannensis,Gram-negative,Pathogenic,51
3080,2496789,Phyllobacteriaceae,Mesorhizobium sp. M6A.T.Ca.TU.002.02.2.1,(unknown name),Gram-negative,Unknown,51
3081,2496772,Phyllobacteriaceae,Mesorhizobium sp. M5C.F.Ca.IN.020.14.1.1,(unknown name),Gram-negative,Unknown,51
3082,2496758,Phyllobacteriaceae,Mesorhizobium sp. M2A.F.Ca.ET.015.02.1.1,(unknown name),Gram-negative,Unknown,51
3083,2496753,Phyllobacteriaceae,Mesorhizobium sp. M1A.F.Ca.ET.072.01.1.1,(unknown name),Gram-negative,Unknown,51
3084,2496741,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1,(unknown name),Gram-negative,Unknown,51
3085,2496734,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.11.2.1,(unknown name),Gram-negative,Unknown,51
3086,2496754,Phyllobacteriaceae,Mesorhizobium sp. M4A.F.Ca.ET.050.02.1.1,(unknown name),Gram-negative,Unknown,51
3087,2496737,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.005.03.2.1,(unknown name),Gram-negative,Unknown,51
3088,2496727,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.001.04.2.1,(unknown name),Gram-negative,Unknown,51
3089,2496718,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.09.1.1,(unknown name),Gram-negative,Unknown,51
3090,2496707,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1,(unknown name),Gram-negative,Unknown,51
3091,2496706,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.14.1.1,(unknown name),Gram-negative,Unknown,51
3092,2496700,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.002.01.1.1,(unknown name),Gram-negative,Unknown,51
3093,2496702,Phyllobacteriaceae,Mesorhizobium sp. M7D.F.Ca.US.004.03.1.1,(unknown name),Gram-negative,Unknown,51
3094,2496691,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.08.1.1,(unknown name),Gram-negative,Unknown,51
3095,2496692,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.08.2.1,(unknown name),Gram-negative,Unknown,51
3096,2496696,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.006.04.2.1,(unknown name),Gram-negative,Unknown,51
3097,2496685,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.10.1.1,(unknown name),Gram-negative,Unknown,51
3098,2496694,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.004.05.1.1,(unknown name),Gram-negative,Unknown,51
3099,2496683,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.16.1.1,(unknown name),Gram-negative,Unknown,51
3100,2496680,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.03.2.1,(unknown name),Gram-negative,Unknown,51
3101,2496672,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.03.1.1,(unknown name),Gram-negative,Unknown,51
3102,2496681,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.04.1.1,(unknown name),Gram-negative,Unknown,51
3103,2496673,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.04.1.1,(unknown name),Gram-negative,Unknown,51
3104,2496674,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.06.1.1,(unknown name),Gram-negative,Unknown,51
3105,2496671,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.02.1.1,(unknown name),Gram-negative,Unknown,51
3106,2496660,Phyllobacteriaceae,Mesorhizobium sp. M2A.F.Ca.ET.046.02.1.1,(unknown name),Gram-negative,Unknown,51
3107,2496652,Phyllobacteriaceae,Mesorhizobium sp. M4A.F.Ca.ET.020.02.1.1,(unknown name),Gram-negative,Unknown,51
3108,2008318,Sphingomonadaceae,Sphingobium algorifonticola,Sphingobium algorifonticola,Gram-negative,Non-pathogenic,51
3109,1979270,Sphingomonadaceae,Sphingomonas crocodyli,Sphingomonas crocodyli,Gram-negative,Potentially pathogenic,51
3110,1834037,Chromatiaceae,Rheinheimera riviphila,Rheinheimera riviphila,Gram-negative,Non-pathogenic,56
3111,2486419,Roseobacteraceae,Mesobaculum littorinae,Mesobaculum littorinae,Gram-negative,Non-pathogenic,51
3112,1278212,Arcobacteraceae,Arcobacter suis,Arcobacter suis,Gram-negative,Potentially pathogenic,44
3113,1054033,Arcobacteraceae,Arcobacter venerupis,Arcobacter venerupis,Gram-negative,Potentially pathogenic,44
3114,2506149,Endozoicomonadaceae,Endozoicomonadaceae bacterium GTF-13,(unknown name),Gram-negative,Unknown,55
3115,2496662,Phyllobacteriaceae,Mesorhizobium sp. M4B.F.Ca.ET.089.01.1.1,(unknown name),Gram-negative,Unknown,51
3116,2503024,Rhizobiaceae,Neorhizobium lilium,(unknown name),Gram-negative,Unknown,51
3117,1886,Streptomycetaceae,Streptomyces albidoflavus,Streptomyces albidoflavus,Gram-positive,Potentially pathogenic,37
3118,2078787,Pseudomonadaceae,Pseudomonas sp. JV551A1,Pseudomonas fulva,Gram-negative,Pathogenic,55
3119,2078785,Pseudomonadaceae,Pseudomonas sp. JV241A,Pseudomonas fulva,Gram-negative,Pathogenic,55
3120,2069367,Alcaligenaceae,Achromobacter veterisilvae,Achromobacter veterisilvae,Gram-negative,Potentially pathogenic,52
3121,1962639,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
3122,73010,Aeromonadaceae,Aeromonas encheleia,Aeromonas encheleia,Gram-negative,Potentially pathogenic,56
3123,1709477,Pseudoalteromonadaceae,Pseudoalteromonas sp. R3,Pseudoxanthomonas,Gram-negative,Potentially pathogenic,56
3124,362663,Enterobacteriaceae,Escherichia coli,Escherichia coli,Gram-negative,Pathogenic,52
3125,1310165,Burkholderiaceae,Ralstonia pseudosolanacearum,Ralstonia pseudosolanacearum,Gram-negative,Potentially pathogenic,52
3126,2487417,Streptomycetaceae,Streptomyces sp. WAC02707,Streptomyces bikiniensis,Gram-positive,Pathogenic,37
3127,282420,Microcoleaceae,Planktothrix agardhii,Planktothrix agardhii,Gram-negative,Non-pathogenic,5
3128,2073078,Pseudomonadaceae,Pseudomonas sp. DTU12.3,Pseudomonas fulva,Gram-negative,Pathogenic,55
3129,1297885,Fam_of_metagenomes,plant metagenome,Prevotella melaninogenicus intermedius,Gram-negative,Pathogenic,52
3130,192953,Enterobacteriaceae,Salmonella enterica,Salmonella enterica,Gram-negative,Pathogenic,51
3131,1708203,Chromatiaceae,Rheinheimera sp. BAL341,(unknown name),Gram-negative,Unknown,56
3132,1886807,Pseudomonadaceae,Pseudomonas sp. TMW 2.1634,Pseudomonas fulva,Gram-negative,Pathogenic,55
3133,1032071,Arcobacteraceae,Aliarcobacter cryaerophilus,Arcobacter cryaerophilus,Gram-negative,Pathogenic,44
3134,2319844,Sphingomonadaceae,Sphingomonas paeninsulae,Sphingomonas paeninsulae,Gram-negative,Potentially pathogenic,51
3135,2447891,Enterobacteriaceae,Enterobacter sp. R1(2018),Enterobacter,Gram-negative,Potentially pathogenic,56
3136,2135632,Comamonadaceae,Acidovorax sp. 93,Acidovorax,Gram-negative,Potentially pathogenic,52
3137,1938798,Burkholderiaceae,Paraburkholderia sp. BL17N1,Paraburkholderia fungorum,Gram-negative,Pathogenic,52
3138,2135633,Comamonadaceae,Acidovorax sp. 94,Acidovorax,Gram-negative,Potentially pathogenic,52
3139,1120940,Thermomonosporaceae,Actinomadura pelletieri,Actinomadura pelletieri,Gram-positive,Pathogenic,33
3140,160396,Weeksellaceae,Chryseobacterium defluvii,Chryseobacterium defluvii,Gram-negative,Potentially pathogenic,55
3141,1938830,Streptomycetaceae,Streptomyces sp. 1114.5,Streptomyces,Gram-positive,Potentially pathogenic,37
3142,1938810,Burkholderiaceae,Paraburkholderia sp. RAU2J,Paraburkholderia fungorum,Gram-negative,Pathogenic,52
3143,1349822,Barnesiellaceae,Coprobacter fastidiosus,Coprobacter fastidiosus,Gram-negative,Non-pathogenic,55
3144,2116686,Burkholderiaceae,Burkholderia sp. Nafp2,Burkholderia lata,Gram-negative,Pathogenic,52
